id;player;time;empty_cells;round
24;MCTS_5000;4,230013;35;4
24;H_ALFA_BETA_3;0,026033;34;5
24;MCTS_5000;4,117038;33;5
24;H_ALFA_BETA_3;0,030837;32;6
24;MCTS_5000;3,305498;31;6
24;H_ALFA_BETA_3;0,056422;30;7
24;MCTS_5000;3,101293;29;7
24;H_ALFA_BETA_3;0,038998;28;8
24;MCTS_5000;2,845249;27;8
24;H_ALFA_BETA_3;0,037083;26;9
24;MCTS_5000;2,674975;25;9
24;H_ALFA_BETA_3;0,019025;24;10
24;MCTS_5000;2,142481;23;10
24;H_ALFA_BETA_3;0,02194;22;11
24;MCTS_5000;1,71234;21;11
24;H_ALFA_BETA_3;0,010871;20;12
24;MCTS_5000;1,493724;19;12
24;H_ALFA_BETA_3;0,011958;18;13
24;MCTS_5000;1,059102;17;13
24;H_ALFA_BETA_3;0,016036;16;14
24;MCTS_5000;0,959673;15;14
24;H_ALFA_BETA_3;0,008755;14;15
24;MCTS_5000;0,648055;13;15
24;H_ALFA_BETA_3;0,009139;12;16
24;MCTS_5000;0,493224;11;16
24;H_ALFA_BETA_3;0,005477;10;17
24;MCTS_5000;0,327103;9;17
24;H_ALFA_BETA_3;0,001845;8;18
24;MCTS_5000;0,329474;7;18
24;H_ALFA_BETA_3;0,000336;6;19
24;MCTS_5000;0,308166;5;19
25;H_ALFA_BETA_3;0,04033;42;1
25;MCTS_5000;4,668777;41;1
25;H_ALFA_BETA_3;0,026795;40;2
25;MCTS_5000;4,484137;39;2
25;H_ALFA_BETA_3;0,037678;38;3
25;MCTS_5000;4,600274;37;3
25;H_ALFA_BETA_3;0,038084;36;4
25;MCTS_5000;4,155427;35;4
25;H_ALFA_BETA_3;0,039838;34;5
25;MCTS_5000;4,039839;33;5
25;H_ALFA_BETA_3;0,02818;32;6
25;MCTS_5000;3,300936;31;6
25;H_ALFA_BETA_3;0,042826;30;7
25;MCTS_5000;1,958255;29;7
25;H_ALFA_BETA_3;0,040003;28;8
25;MCTS_5000;1,256319;27;8
25;H_ALFA_BETA_3;0,030726;26;9
25;MCTS_5000;1,096799;25;9
25;H_ALFA_BETA_3;0,011827;24;10
25;MCTS_5000;0,851341;23;10
26;MCTS_5000;4,597155;42;1
26;H_ALFA_BETA_3;0,028115;41;1
26;MCTS_5000;4,276452;40;2
26;H_ALFA_BETA_3;0,025564;39;2
26;MCTS_5000;4,021012;38;3
26;H_ALFA_BETA_3;0,039814;37;3
26;MCTS_5000;4,180719;36;4
26;H_ALFA_BETA_3;0,022165;35;4
26;MCTS_5000;3,781484;34;5
26;H_ALFA_BETA_3;0,028565;33;5
26;MCTS_5000;3,39999;32;6
26;H_ALFA_BETA_3;0,038283;31;6
26;MCTS_5000;1,581495;30;7
26;H_ALFA_BETA_3;0,028806;29;7
26;MCTS_5000;0,856383;28;8
27;MCTS_5000;4,733944;42;1
27;H_ALFA_BETA_3;0,027282;41;1
27;MCTS_5000;4,218197;40;2
27;H_ALFA_BETA_3;0,025439;39;2
27;MCTS_5000;4,072893;38;3
27;H_ALFA_BETA_3;0,030163;37;3
27;MCTS_5000;4,328494;36;4
27;H_ALFA_BETA_3;0,036986;35;4
27;MCTS_5000;3,69506;34;5
27;H_ALFA_BETA_3;0,035678;33;5
27;MCTS_5000;2,898714;32;6
27;H_ALFA_BETA_3;0,040034;31;6
27;MCTS_5000;3,071312;30;7
27;H_ALFA_BETA_3;0,039051;29;7
27;MCTS_5000;2,787432;28;8
27;H_ALFA_BETA_3;0,036399;27;8
27;MCTS_5000;2,586509;26;9
27;H_ALFA_BETA_3;0,022161;25;9
27;MCTS_5000;1,951886;24;10
27;H_ALFA_BETA_3;0,019122;23;10
27;MCTS_5000;1,461821;22;11
27;H_ALFA_BETA_3;0,007995;21;11
27;MCTS_5000;1,084194;20;12
27;H_ALFA_BETA_3;0,008715;19;12
27;MCTS_5000;0,774582;18;13
27;H_ALFA_BETA_3;0,006342;17;13
27;MCTS_5000;0,663924;16;14
27;H_ALFA_BETA_3;0,006722;15;14
27;MCTS_5000;0,410676;14;15
27;H_ALFA_BETA_3;0,004255;13;15
27;MCTS_5000;0,359325;12;16
27;H_ALFA_BETA_3;0,002888;11;16
27;MCTS_5000;0,282682;10;17
27;H_ALFA_BETA_3;0,003395;9;17
27;MCTS_5000;0,308848;8;18
27;H_ALFA_BETA_3;0,003179;7;18
27;MCTS_5000;0,28067;6;19
27;H_ALFA_BETA_3;0,000682;5;19
28;MCTS_5000;4,618729;42;1
28;H_ALFA_BETA_3;0,027183;41;1
28;MCTS_5000;4,545002;40;2
28;H_ALFA_BETA_3;0,033743;39;2
28;MCTS_5000;4,540278;38;3
28;H_ALFA_BETA_3;0,02777;37;3
28;MCTS_5000;4,210864;36;4
28;H_ALFA_BETA_3;0,039827;35;4
28;MCTS_5000;3,32381;34;5
28;H_ALFA_BETA_3;0,041558;33;5
28;MCTS_5000;2,902187;32;6
28;H_ALFA_BETA_3;0,045796;31;6
28;MCTS_5000;3,056142;30;7
28;H_ALFA_BETA_3;0,031628;29;7
28;MCTS_5000;2,863838;28;8
28;H_ALFA_BETA_3;0,029107;27;8
28;MCTS_5000;2,114396;26;9
28;H_ALFA_BETA_3;0,014668;25;9
28;MCTS_5000;2,068882;24;10
28;H_ALFA_BETA_3;0,013453;23;10
28;MCTS_5000;1,520831;22;11
28;H_ALFA_BETA_3;0,005143;21;11
28;MCTS_5000;1,23881;20;12
28;H_ALFA_BETA_3;0,005991;19;12
28;MCTS_5000;0,674371;18;13
28;H_ALFA_BETA_3;0,006822;17;13
28;MCTS_5000;0,411489;16;14
28;H_ALFA_BETA_3;0,004872;15;14
28;MCTS_5000;0,327695;14;15
28;H_ALFA_BETA_3;0,000789;13;15
29;MCTS_5000;4,506294;42;1
29;H_ALFA_BETA_3;0,027501;41;1
29;MCTS_5000;4,365959;40;2
29;H_ALFA_BETA_3;0,026178;39;2
29;MCTS_5000;4,038851;38;3
29;H_ALFA_BETA_3;0,040377;37;3
29;MCTS_5000;4,165808;36;4
29;H_ALFA_BETA_3;0,022137;35;4
29;MCTS_5000;3,778419;34;5
29;H_ALFA_BETA_3;0,0285;33;5
29;MCTS_5000;3,352563;32;6
29;H_ALFA_BETA_3;0,089583;31;6
29;MCTS_5000;1,548229;30;7
29;H_ALFA_BETA_3;0,028883;29;7
29;MCTS_5000;0,859184;28;8
30;MCTS_5000;4,581046;42;1
30;H_ALFA_BETA_3;0,028111;41;1
30;MCTS_5000;4,366777;40;2
30;H_ALFA_BETA_3;0,025299;39;2
30;MCTS_5000;4,070499;38;3
30;H_ALFA_BETA_3;0,02995;37;3
30;MCTS_5000;4,33693;36;4
30;H_ALFA_BETA_3;0,036785;35;4
30;MCTS_5000;3,65448;34;5
30;H_ALFA_BETA_3;0,034988;33;5
30;MCTS_5000;3,060922;32;6
30;H_ALFA_BETA_3;0,039734;31;6
30;MCTS_5000;3,192758;30;7
30;H_ALFA_BETA_3;0,037675;29;7
30;MCTS_5000;2,751514;28;8
30;H_ALFA_BETA_3;0,036447;27;8
30;MCTS_5000;2,559773;26;9
30;H_ALFA_BETA_3;0,022193;25;9
30;MCTS_5000;1,944407;24;10
30;H_ALFA_BETA_3;0,015215;23;10
30;MCTS_5000;1,526216;22;11
30;H_ALFA_BETA_3;0,00842;21;11
30;MCTS_5000;1,201206;20;12
30;H_ALFA_BETA_3;0,007971;19;12
30;MCTS_5000;0,697855;18;13
30;H_ALFA_BETA_3;0,006787;17;13
30;MCTS_5000;0,578903;16;14
30;H_ALFA_BETA_3;0,008734;15;14
30;MCTS_5000;0,555454;14;15
30;H_ALFA_BETA_3;0,004121;13;15
30;MCTS_5000;0,350741;12;16
30;H_ALFA_BETA_3;0,002967;11;16
30;MCTS_5000;0,231347;10;17
30;H_ALFA_BETA_3;0,001798;9;17
30;MCTS_5000;0,236644;8;18
30;H_ALFA_BETA_3;0,000905;7;18
31;H_ALFA_BETA_4;0,089705;42;1
31;MCTS_1000;0,905504;41;1
31;H_ALFA_BETA_4;0,142;40;2
31;MCTS_1000;0,910926;39;2
31;H_ALFA_BETA_4;0,164055;38;3
31;MCTS_1000;0,749028;37;3
31;H_ALFA_BETA_4;0,118477;36;4
31;MCTS_1000;0,670916;35;4
31;H_ALFA_BETA_4;0,171946;34;5
31;MCTS_1000;0,609576;33;5
31;H_ALFA_BETA_4;0,107317;32;6
31;MCTS_1000;0,634045;31;6
31;H_ALFA_BETA_4;0,071211;30;7
31;MCTS_1000;0,690907;29;7
31;H_ALFA_BETA_4;0,122043;28;8
31;MCTS_1000;0,622227;27;8
31;H_ALFA_BETA_4;0,121668;26;9
31;MCTS_1000;0,573947;25;9
31;H_ALFA_BETA_4;0,142081;24;10
31;MCTS_1000;0,601314;23;10
31;H_ALFA_BETA_4;0,076195;22;11
31;MCTS_1000;0,446248;21;11
31;H_ALFA_BETA_4;0,046053;20;12
31;MCTS_1000;0,38003;19;12
31;H_ALFA_BETA_4;0,016663;18;13
31;MCTS_1000;0,342372;17;13
31;H_ALFA_BETA_4;0,040737;16;14
31;MCTS_1000;0,332474;15;14
31;H_ALFA_BETA_4;0,022407;14;15
31;MCTS_1000;0,174513;13;15
31;H_ALFA_BETA_4;0,015882;12;16
31;MCTS_1000;0,105664;11;16
31;H_ALFA_BETA_4;0,005074;10;17
31;MCTS_1000;0,059615;9;17
31;H_ALFA_BETA_4;0,000991;8;18
32;H_ALFA_BETA_4;0,087113;42;1
32;MCTS_1000;0,909053;41;1
32;H_ALFA_BETA_4;0,139432;40;2
32;MCTS_1000;0,858914;39;2
32;H_ALFA_BETA_4;0,162066;38;3
32;MCTS_1000;0,809027;37;3
32;H_ALFA_BETA_4;0,143006;36;4
32;MCTS_1000;0,745634;35;4
32;H_ALFA_BETA_4;0,192007;34;5
32;MCTS_1000;0,795061;33;5
32;H_ALFA_BETA_4;0,12605;32;6
32;MCTS_1000;0,800946;31;6
32;H_ALFA_BETA_4;0,185824;30;7
32;MCTS_1000;0,723166;29;7
32;H_ALFA_BETA_4;0,090801;28;8
32;MCTS_1000;0,63533;27;8
32;H_ALFA_BETA_4;0,104708;26;9
32;MCTS_1000;0,525538;25;9
32;H_ALFA_BETA_4;0,044127;24;10
32;MCTS_1000;0,386019;23;10
32;H_ALFA_BETA_4;0,213817;22;11
32;MCTS_1000;0,399685;21;11
32;H_ALFA_BETA_4;0,055354;20;12
32;MCTS_1000;0,285302;19;12
32;H_ALFA_BETA_4;0,048441;18;13
32;MCTS_1000;0,186316;17;13
32;H_ALFA_BETA_4;0,00987;16;14
33;H_ALFA_BETA_4;0,087194;42;1
33;MCTS_1000;0,950527;41;1
33;H_ALFA_BETA_4;0,141361;40;2
33;MCTS_1000;0,884878;39;2
33;H_ALFA_BETA_4;0,164771;38;3
33;MCTS_1000;0,753508;37;3
33;H_ALFA_BETA_4;0,197585;36;4
33;MCTS_1000;0,66102;35;4
33;H_ALFA_BETA_4;0,172839;34;5
33;MCTS_1000;0,544604;33;5
33;H_ALFA_BETA_4;0,150758;32;6
33;MCTS_1000;0,575536;31;6
33;H_ALFA_BETA_4;0,129444;30;7
33;MCTS_1000;0,671033;29;7
33;H_ALFA_BETA_4;0,143077;28;8
33;MCTS_1000;0,57582;27;8
33;H_ALFA_BETA_4;0,108276;26;9
33;MCTS_1000;0,687021;25;9
33;H_ALFA_BETA_4;0,168508;24;10
33;MCTS_1000;0,626232;23;10
33;H_ALFA_BETA_4;0,117877;22;11
33;MCTS_1000;0,56272;21;11
33;H_ALFA_BETA_4;0,070886;20;12
33;MCTS_1000;0,471892;19;12
33;H_ALFA_BETA_4;0,047323;18;13
33;MCTS_1000;0,449404;17;13
33;H_ALFA_BETA_4;0,034858;16;14
33;MCTS_1000;0,327436;15;14
33;H_ALFA_BETA_4;0,024524;14;15
33;MCTS_1000;0,18159;13;15
33;H_ALFA_BETA_4;0,010863;12;16
33;MCTS_1000;0,116786;11;16
33;H_ALFA_BETA_4;0,006686;10;17
33;MCTS_1000;0,093812;9;17
33;H_ALFA_BETA_4;0,00586;8;18
33;MCTS_1000;0,052611;7;18
33;H_ALFA_BETA_4;0,000984;6;19
34;H_ALFA_BETA_4;0,088147;42;1
34;MCTS_1000;0,948666;41;1
34;H_ALFA_BETA_4;0,140688;40;2
34;MCTS_1000;0,883012;39;2
34;H_ALFA_BETA_4;0,162953;38;3
34;MCTS_1000;0,771043;37;3
34;H_ALFA_BETA_4;0,115177;36;4
34;MCTS_1000;0,762333;35;4
34;H_ALFA_BETA_4;0,07882;34;5
34;MCTS_1000;0,645564;33;5
34;H_ALFA_BETA_4;0,032642;32;6
34;MCTS_1000;0,455396;31;6
34;H_ALFA_BETA_4;0,083632;30;7
34;MCTS_1000;0,488956;29;7
34;H_ALFA_BETA_4;0,093164;28;8
34;MCTS_1000;0,468081;27;8
34;H_ALFA_BETA_4;0,089293;26;9
34;MCTS_1000;0,441575;25;9
34;H_ALFA_BETA_4;0,064787;24;10
34;MCTS_1000;0,407661;23;10
34;H_ALFA_BETA_4;0,042972;22;11
34;MCTS_1000;0,341701;21;11
34;H_ALFA_BETA_4;0,092136;20;12
34;MCTS_1000;0,269747;19;12
34;H_ALFA_BETA_4;0,024062;18;13
34;MCTS_1000;0,130328;17;13
34;H_ALFA_BETA_4;0,018272;16;14
34;MCTS_1000;0,126744;15;14
34;H_ALFA_BETA_4;0,008181;14;15
34;MCTS_1000;0,062271;13;15
34;H_ALFA_BETA_4;0,001009;12;16
35;H_ALFA_BETA_4;0,089008;42;1
35;MCTS_1000;0,949807;41;1
35;H_ALFA_BETA_4;0,140943;40;2
35;MCTS_1000;0,859087;39;2
35;H_ALFA_BETA_4;0,163626;38;3
35;MCTS_1000;0,811869;37;3
35;H_ALFA_BETA_4;0,118902;36;4
35;MCTS_1000;0,651442;35;4
35;H_ALFA_BETA_4;0,171221;34;5
35;MCTS_1000;0,659161;33;5
35;H_ALFA_BETA_4;0,106441;32;6
35;MCTS_1000;0,637501;31;6
35;H_ALFA_BETA_4;0,072651;30;7
35;MCTS_1000;0,453023;29;7
35;H_ALFA_BETA_4;0,10277;28;8
35;MCTS_1000;0,439566;27;8
35;H_ALFA_BETA_4;0,054257;26;9
35;MCTS_1000;0,357485;25;9
35;H_ALFA_BETA_4;0,053353;24;10
35;MCTS_1000;0,349267;23;10
35;H_ALFA_BETA_4;0,045663;22;11
35;MCTS_1000;0,328803;21;11
35;H_ALFA_BETA_4;0,052118;20;12
35;MCTS_1000;0,302464;19;12
35;H_ALFA_BETA_4;0,02203;18;13
35;MCTS_1000;0,137204;17;13
35;H_ALFA_BETA_4;0,019043;16;14
35;MCTS_1000;0,087369;15;14
35;H_ALFA_BETA_4;0,010606;14;15
35;MCTS_1000;0,065681;13;15
35;H_ALFA_BETA_4;0,002995;12;16
35;MCTS_1000;0,036859;11;16
35;H_ALFA_BETA_4;0,000838;10;17
36;MCTS_1000;0,958106;42;1
36;H_ALFA_BETA_4;0,152348;41;1
36;MCTS_1000;0,872854;40;2
36;H_ALFA_BETA_4;0,150138;39;2
36;MCTS_1000;0,875605;38;3
36;H_ALFA_BETA_4;0,082907;37;3
36;MCTS_1000;0,763153;36;4
36;H_ALFA_BETA_4;0,228531;35;4
36;MCTS_1000;0,692067;34;5
36;H_ALFA_BETA_4;0,171451;33;5
36;MCTS_1000;0,682864;32;6
36;H_ALFA_BETA_4;0,104071;31;6
36;MCTS_1000;0,72984;30;7
36;H_ALFA_BETA_4;0,051346;29;7
36;MCTS_1000;0,671517;28;8
36;H_ALFA_BETA_4;0,069281;27;8
36;MCTS_1000;0,544995;26;9
36;H_ALFA_BETA_4;0,071663;25;9
36;MCTS_1000;0,419524;24;10
36;H_ALFA_BETA_4;0,069379;23;10
36;MCTS_1000;0,347185;22;11
36;H_ALFA_BETA_4;0,064024;21;11
36;MCTS_1000;0,266098;20;12
36;H_ALFA_BETA_4;0,028813;19;12
36;MCTS_1000;0,279377;18;13
36;H_ALFA_BETA_4;0,08609;17;13
36;MCTS_1000;0,221635;16;14
36;H_ALFA_BETA_4;0,035103;15;14
36;MCTS_1000;0,108481;14;15
36;H_ALFA_BETA_4;0,015134;13;15
36;MCTS_1000;0,073928;12;16
36;H_ALFA_BETA_4;0,00568;11;16
36;MCTS_1000;0,041732;10;17
36;H_ALFA_BETA_4;0,000507;9;17
37;MCTS_1000;0,989923;42;1
37;H_ALFA_BETA_4;0,150835;41;1
37;MCTS_1000;0,922088;40;2
37;H_ALFA_BETA_4;0,151158;39;2
37;MCTS_1000;0,849675;38;3
37;H_ALFA_BETA_4;0,08271;37;3
37;MCTS_1000;0,768713;36;4
37;H_ALFA_BETA_4;0,229217;35;4
37;MCTS_1000;0,72842;34;5
37;H_ALFA_BETA_4;0,175551;33;5
37;MCTS_1000;0,647148;32;6
37;H_ALFA_BETA_4;0,108019;31;6
37;MCTS_1000;0,657058;30;7
37;H_ALFA_BETA_4;0,125926;29;7
37;MCTS_1000;0,555101;28;8
37;H_ALFA_BETA_4;0,125376;27;8
37;MCTS_1000;0,539289;26;9
37;H_ALFA_BETA_4;0,109732;25;9
37;MCTS_1000;0,374602;24;10
37;H_ALFA_BETA_4;0,155933;23;10
37;MCTS_1000;0,365196;22;11
37;H_ALFA_BETA_4;0,050238;21;11
37;MCTS_1000;0,249983;20;12
37;H_ALFA_BETA_4;0,034127;19;12
37;MCTS_1000;0,158799;18;13
37;H_ALFA_BETA_4;0,011625;17;13
37;MCTS_1000;0,129451;16;14
37;H_ALFA_BETA_4;0,010546;15;14
37;MCTS_1000;0,07637;14;15
37;H_ALFA_BETA_4;0,008303;13;15
37;MCTS_1000;0,062876;12;16
37;H_ALFA_BETA_4;0,002877;11;16
38;MCTS_1000;0,954753;42;1
38;H_ALFA_BETA_4;0,15203;41;1
38;MCTS_1000;0,887087;40;2
38;H_ALFA_BETA_4;0,149916;39;2
38;MCTS_1000;0,819217;38;3
38;H_ALFA_BETA_4;0,082689;37;3
38;MCTS_1000;0,74478;36;4
38;H_ALFA_BETA_4;0,229109;35;4
38;MCTS_1000;0,718555;34;5
38;H_ALFA_BETA_4;0,149774;33;5
38;MCTS_1000;0,693276;32;6
38;H_ALFA_BETA_4;0,115096;31;6
38;MCTS_1000;0,642798;30;7
38;H_ALFA_BETA_4;0,154551;29;7
38;MCTS_1000;0,579942;28;8
38;H_ALFA_BETA_4;0,118232;27;8
38;MCTS_1000;0,475673;26;9
38;H_ALFA_BETA_4;0,104373;25;9
38;MCTS_1000;0,388767;24;10
38;H_ALFA_BETA_4;0,074748;23;10
38;MCTS_1000;0,324824;22;11
38;H_ALFA_BETA_4;0,01543;21;11
38;MCTS_1000;0,193732;20;12
38;H_ALFA_BETA_4;0,009787;19;12
39;MCTS_1000;0,982382;42;1
39;H_ALFA_BETA_4;0,152631;41;1
39;MCTS_1000;0,913011;40;2
39;H_ALFA_BETA_4;0,152021;39;2
39;MCTS_1000;0,877924;38;3
39;H_ALFA_BETA_4;0,08301;37;3
39;MCTS_1000;0,799651;36;4
39;H_ALFA_BETA_4;0,069354;35;4
39;MCTS_1000;0,674613;34;5
39;H_ALFA_BETA_4;0,073958;33;5
39;MCTS_1000;0,626666;32;6
39;H_ALFA_BETA_4;0,04138;31;6
39;MCTS_1000;0,619391;30;7
39;H_ALFA_BETA_4;0,029745;29;7
39;MCTS_1000;0,467512;28;8
39;H_ALFA_BETA_4;0,043707;27;8
39;MCTS_1000;0,362619;26;9
39;H_ALFA_BETA_4;0,018985;25;9
39;MCTS_1000;0,135961;24;10
40;MCTS_1000;0,954749;42;1
40;H_ALFA_BETA_4;0,150851;41;1
40;MCTS_1000;0,923695;40;2
40;H_ALFA_BETA_4;0,213447;39;2
40;MCTS_1000;0,766267;38;3
40;H_ALFA_BETA_4;0,156696;37;3
40;MCTS_1000;0,711548;36;4
40;H_ALFA_BETA_4;0,187336;35;4
40;MCTS_1000;0,797425;34;5
40;H_ALFA_BETA_4;0,231839;33;5
40;MCTS_1000;0,811261;32;6
40;H_ALFA_BETA_4;0,215158;31;6
40;MCTS_1000;0,589196;30;7
40;H_ALFA_BETA_4;0,261144;29;7
40;MCTS_1000;0,518142;28;8
40;H_ALFA_BETA_4;0,121927;27;8
40;MCTS_1000;0,463473;26;9
40;H_ALFA_BETA_4;0,093745;25;9
40;MCTS_1000;0,376829;24;10
40;H_ALFA_BETA_4;0,037217;23;10
40;MCTS_1000;0,327815;22;11
40;H_ALFA_BETA_4;0,064857;21;11
40;MCTS_1000;0,285744;20;12
40;H_ALFA_BETA_4;0,057475;19;12
40;MCTS_1000;0,229194;18;13
40;H_ALFA_BETA_4;0,037347;17;13
40;MCTS_1000;0,154395;16;14
40;H_ALFA_BETA_4;0,011061;15;14
41;H_ALFA_BETA_4;0,089156;42;1
41;MCTS_2000;1,86832;41;1
41;H_ALFA_BETA_4;0,139308;40;2
41;MCTS_2000;1,785314;39;2
41;H_ALFA_BETA_4;0,163677;38;3
41;MCTS_2000;1,507414;37;3
41;H_ALFA_BETA_4;0,119845;36;4
41;MCTS_2000;1,317171;35;4
41;H_ALFA_BETA_4;0,074876;34;5
41;MCTS_2000;1,269566;33;5
41;H_ALFA_BETA_4;0,097032;32;6
41;MCTS_2000;1,114109;31;6
41;H_ALFA_BETA_4;0,154232;30;7
41;MCTS_2000;1,081751;29;7
41;H_ALFA_BETA_4;0,069425;28;8
41;MCTS_2000;0,952667;27;8
41;H_ALFA_BETA_4;0,052301;26;9
41;MCTS_2000;0,812269;25;9
41;H_ALFA_BETA_4;0,038967;24;10
41;MCTS_2000;0,808344;23;10
41;H_ALFA_BETA_4;0,05458;22;11
41;MCTS_2000;0,446763;21;11
41;H_ALFA_BETA_4;0,02079;20;12
41;MCTS_2000;0,327303;19;12
42;H_ALFA_BETA_4;0,090352;42;1
42;MCTS_2000;1,841038;41;1
42;H_ALFA_BETA_4;0,140562;40;2
42;MCTS_2000;1,676673;39;2
42;H_ALFA_BETA_4;0,162363;38;3
42;MCTS_2000;1,54838;37;3
42;H_ALFA_BETA_4;0,116764;36;4
42;MCTS_2000;1,445954;35;4
42;H_ALFA_BETA_4;0,079579;34;5
42;MCTS_2000;1,226529;33;5
42;H_ALFA_BETA_4;0,032384;32;6
42;MCTS_2000;0,920804;31;6
42;H_ALFA_BETA_4;0,081182;30;7
42;MCTS_2000;0,90404;29;7
42;H_ALFA_BETA_4;0,092212;28;8
42;MCTS_2000;0,954331;27;8
42;H_ALFA_BETA_4;0,089219;26;9
42;MCTS_2000;0,849098;25;9
42;H_ALFA_BETA_4;0,065676;24;10
42;MCTS_2000;0,78342;23;10
42;H_ALFA_BETA_4;0,043493;22;11
42;MCTS_2000;0,665766;21;11
42;H_ALFA_BETA_4;0,089266;20;12
42;MCTS_2000;0,51471;19;12
42;H_ALFA_BETA_4;0,02338;18;13
42;MCTS_2000;0,222722;17;13
42;H_ALFA_BETA_4;0,003564;16;14
43;H_ALFA_BETA_4;0,110952;42;1
43;MCTS_2000;1,959767;41;1
43;H_ALFA_BETA_4;0,140733;40;2
43;MCTS_2000;1,70582;39;2
43;H_ALFA_BETA_4;0,161722;38;3
43;MCTS_2000;1,522451;37;3
43;H_ALFA_BETA_4;0,119186;36;4
43;MCTS_2000;1,358003;35;4
43;H_ALFA_BETA_4;0,173926;34;5
43;MCTS_2000;1,233156;33;5
43;H_ALFA_BETA_4;0,106281;32;6
43;MCTS_2000;1,267808;31;6
43;H_ALFA_BETA_4;0,089448;30;7
43;MCTS_2000;1,003448;29;7
43;H_ALFA_BETA_4;0,067921;28;8
43;MCTS_2000;0,821123;27;8
43;H_ALFA_BETA_4;0,052878;26;9
43;MCTS_2000;0,736685;25;9
43;H_ALFA_BETA_4;0,044441;24;10
43;MCTS_2000;0,60971;23;10
43;H_ALFA_BETA_4;0,047556;22;11
43;MCTS_2000;0,527292;21;11
43;H_ALFA_BETA_4;0,041935;20;12
43;MCTS_2000;0,4674;19;12
43;H_ALFA_BETA_4;0,035836;18;13
43;MCTS_2000;0,336501;17;13
43;H_ALFA_BETA_4;0,029657;16;14
43;MCTS_2000;0,224833;15;14
43;H_ALFA_BETA_4;0,012647;14;15
43;MCTS_2000;0,196941;13;15
43;H_ALFA_BETA_4;0,003808;12;16
43;MCTS_2000;0,134551;11;16
43;H_ALFA_BETA_4;0,001995;10;17
43;MCTS_2000;0,110971;9;17
43;H_ALFA_BETA_4;0,000754;8;18
44;H_ALFA_BETA_4;0,086994;42;1
44;MCTS_2000;1,819027;41;1
44;H_ALFA_BETA_4;0,141171;40;2
44;MCTS_2000;1,667655;39;2
44;H_ALFA_BETA_4;0,161655;38;3
44;MCTS_2000;1,539359;37;3
44;H_ALFA_BETA_4;0,115645;36;4
44;MCTS_2000;1,435791;35;4
44;H_ALFA_BETA_4;0,080252;34;5
44;MCTS_2000;1,261711;33;5
44;H_ALFA_BETA_4;0,032792;32;6
44;MCTS_2000;0,969982;31;6
44;H_ALFA_BETA_4;0,077154;30;7
44;MCTS_2000;0,879236;29;7
44;H_ALFA_BETA_4;0,112294;28;8
44;MCTS_2000;0,818955;27;8
44;H_ALFA_BETA_4;0,049505;26;9
44;MCTS_2000;0,752839;25;9
44;H_ALFA_BETA_4;0,096843;24;10
44;MCTS_2000;0,774307;23;10
44;H_ALFA_BETA_4;0,067186;22;11
44;MCTS_2000;0,611882;21;11
44;H_ALFA_BETA_4;0,047951;20;12
44;MCTS_2000;0,580511;19;12
44;H_ALFA_BETA_4;0,01847;18;13
44;MCTS_2000;0,230833;17;13
44;H_ALFA_BETA_4;0,022064;16;14
44;MCTS_2000;0,169614;15;14
44;H_ALFA_BETA_4;0,002931;14;15
45;H_ALFA_BETA_4;0,087808;42;1
45;MCTS_2000;1,835177;41;1
45;H_ALFA_BETA_4;0,135909;40;2
45;MCTS_2000;1,573043;39;2
45;H_ALFA_BETA_4;0,170664;38;3
45;MCTS_2000;1,556829;37;3
45;H_ALFA_BETA_4;0,130353;36;4
45;MCTS_2000;1,313911;35;4
45;H_ALFA_BETA_4;0,078115;34;5
45;MCTS_2000;1,401956;33;5
45;H_ALFA_BETA_4;0,073071;32;6
45;MCTS_2000;1,399358;31;6
45;H_ALFA_BETA_4;0,04954;30;7
45;MCTS_2000;1,315142;29;7
45;H_ALFA_BETA_4;0,026868;28;8
45;MCTS_2000;1,229752;27;8
45;H_ALFA_BETA_4;0,053083;26;9
45;MCTS_2000;1,205721;25;9
45;H_ALFA_BETA_4;0,057367;24;10
45;MCTS_2000;1,065655;23;10
45;H_ALFA_BETA_4;0,062637;22;11
45;MCTS_2000;1,004812;21;11
45;H_ALFA_BETA_4;0,047436;20;12
45;MCTS_2000;0,902056;19;12
45;H_ALFA_BETA_4;0,031086;18;13
45;MCTS_2000;0,717063;17;13
45;H_ALFA_BETA_4;0,010534;16;14
45;MCTS_2000;0,331459;15;14
45;H_ALFA_BETA_4;0,010029;14;15
45;MCTS_2000;0,251139;13;15
45;H_ALFA_BETA_4;0,01086;12;16
45;MCTS_2000;0,186627;11;16
45;H_ALFA_BETA_4;0,007531;10;17
45;MCTS_2000;0,113281;9;17
45;H_ALFA_BETA_4;0,00154;8;18
45;MCTS_2000;0,095934;7;18
46;MCTS_2000;1,938936;42;1
46;H_ALFA_BETA_4;0,151701;41;1
46;MCTS_2000;1,757872;40;2
46;H_ALFA_BETA_4;0,151035;39;2
46;MCTS_2000;1,680674;38;3
46;H_ALFA_BETA_4;0,085031;37;3
46;MCTS_2000;1,478539;36;4
46;H_ALFA_BETA_4;0,086362;35;4
46;MCTS_2000;1,358567;34;5
46;H_ALFA_BETA_4;0,136654;33;5
46;MCTS_2000;1,228293;32;6
46;H_ALFA_BETA_4;0,137959;31;6
46;MCTS_2000;1,253736;30;7
46;H_ALFA_BETA_4;0,113491;29;7
